"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"665",605488,"Jeffrey Springs","665","100.0","0.295","0.194","0.358","0.488","0.378","0.353","0.276","38","129","88.0","21.0","1975","87.5","87.59","92","305","360","0.1","6.28","108","153","117","148","296","320","298"
"661",606930,"Jacob Barnes","661","100.0","0.265","0.213","0.293","0.478","0.356","0.348","0.262","36","136","89.2","7.3","2408","90.8","91.38","64","274","387","0.6","6.52","112","154","122","150","301","323","299"
"657",593974,"Wandy Peralta","657","100.0","0.265","0.258","0.261","0.523","0.354","0.345","0.271","40","151","85.7","5.9","2213","90.3","89.11","103","315","337","-1.2","5.47","114","151","116","146","289","314","290"
"653",424144,"Oliver Perez","653","100.0","0.242","0.185","0.314","0.427","0.310","0.265","0.213","38","157","86.1","9.8","2223","85.2","84.41","91","319","325","-0.8","5.70","107","149","113","148","285","311","290"
"651",664129,"Geoff Hartlieb","651","100.0","0.351","0.257","0.415","0.608","0.423","0.363","0.297","52","148","89.9","8.4","2422","93.0","93.46","76","325","324","0.5","6.38","109","148","124","145","305","325","298"
"647",459429,"Jake McGee","647","100.0","0.288","0.276","0.300","0.564","0.373","0.338","0.259","47","163","89.5","15.5","2179","90.9","90.10","61","313","331","-0.8","5.62","113","151","117","146","312","335","308"
"647",650671,"Jose Quijada","647","100.0","0.239","0.336","0.288","0.575","0.403","0.378","0.246","27","113","88.9","15.5","2291","90.5","90.72","99","289","352","0.2","6.39","106","153","118","147","301","325","295"
"646",542585,"Jose Cisnero","646","100.0","0.257","0.191","0.323","0.449","0.340","0.306","0.226","35","136","86.6","16.9","2376","92.9","92.11","87","323","318","-0.8","5.70","108","146","116","146","296","328","294"
"641",475479,"David Phelps","641","100.0","0.242","0.180","0.295","0.422","0.323","0.318","0.240","31","128","88.7","16.4","2427","88.2","86.93","54","267","372","-1.3","5.40","108","151","116","150","304","326","297"
"639",608344,"Cole Irvin","639","100.0","0.278","0.179","0.302","0.457","0.338","0.363","0.297","45","162","85.6","15.5","1884","86.6","85.95","67","323","313","-0.6","5.81","108","151","117","148","300","323","294"
"637",641149,"Wes Parsons","637","100.0","0.264","0.190","0.283","0.455","0.370","0.396","0.304","32","121","88.2","8.1","2342","90.4","90.50","61","278","354","0.1","6.19","108","148","113","146","308","330","302"
"635",672773,"Elvis Luciano","635","100.0","0.275","0.176","0.317","0.450","0.366","0.355","0.261","36","131","89.7","13.7","2157","90.4","89.32","74","292","340","-1.1","5.74","108","149","119","148","305","323","297"
"634",657612,"Tim Hill","634","100.0","0.217","0.119","0.270","0.336","0.278","0.277","0.216","31","143","87.2","2.8","2141","87.1","87.57","62","300","325","0.5","6.62","107","148","112","143","297","323","302"
"633",623364,"Brad Wieck","633","100.0","0.214","0.237","0.267","0.450","0.318","0.318","0.220","28","131","90.7","18.4","2222","90.5","91.51","82","296","333","1.0","6.81","113","151","112","149","303","326","302"
"629",606167,"Adalberto Mejia","629","100.0","0.268","0.179","0.322","0.447","0.354","0.384","0.288","33","123","89.7","18.9","2446","88.4","87.57","67","287","341","-0.8","5.76","109","151","116","146","294","319","290"
"617",592145,"Jesse Biddle","617","100.0","0.339","0.185","0.389","0.524","0.414","0.420","0.341","42","124","89.3","9.8","2514","88.3","87.85","52","237","374","-0.5","5.99","107","150","113","146","299","319","293"
"616",622786,"Jesus Tinoco","616","100.0","0.263","0.336","0.245","0.599","0.398","0.394","0.281","36","137","88.7","10.0","2287","91.1","90.35","61","272","343","-0.8","5.54","115","153","119","148","309","339","309"
"612",656887,"Sean Reid-Foley","612","100.0","0.262","0.183","0.298","0.444","0.355","0.346","0.254","33","126","89.1","12.3","2073","88.1","89.01","68","285","322","0.9","6.76","108","154","114","150","307","326","298"
"611",446372,"Corey Kluber","611","100.0","0.297","0.155","0.374","0.453","0.356","0.332","0.256","44","148","86.0","13.3","2351","88.0","87.67","82","288","319","-0.3","5.95","107","149","112","147","286","309","283"
"609",664045,"Tom Eshelman","609","100.0","0.313","0.280","0.297","0.593","0.395","0.381","0.308","47","150","90.5","16.7","1751","81.9","81.95","44","285","322","0.1","6.18","107","153","120","146","303","328","299"
"608",664208,"Phil Maton","608","100.0","0.259","0.224","0.290","0.483","0.342","0.327","0.266","38","147","86.0","10.8","2673","86.7","87.69","76","307","298","1.0","6.74","116","153","119","151","302","323","299"
"608",622075,"Yency Almonte","608","100.0","0.279","0.236","0.305","0.514","0.363","0.377","0.295","39","140","90.2","16.8","2238","91.5","91.90","73","296","308","0.4","6.23","112","152","120","148","311","334","307"
"602",571735,"David Hale","602","100.0","0.264","0.149","0.298","0.412","0.301","0.277","0.250","39","148","86.2","9.0","2111","88.9","88.84","51","298","302","-0.1","6.16","109","153","116","148","293","329","291"
"600",501593,"Luis Avilan","600","100.0","0.266","0.161","0.315","0.427","0.341","0.338","0.273","33","124","84.9","9.0","2211","83.9","82.85","70","252","345","-1.1","5.51","109","152","113","145","293","314","291"
"599",518813,"Greg Holland","599","100.0","0.198","0.167","0.244","0.365","0.299","0.298","0.199","25","126","89.3","11.0","2178","87.1","86.41","77","255","343","-0.7","5.79","112","153","117","151","302","330","304"
"595",475115,"Tyson Ross","595","100.0","0.289","0.204","0.306","0.493","0.368","0.388","0.300","41","142","89.2","7.0","2513","87.7","86.50","43","254","339","-1.2","5.41","109","150","113","149","296","331","295"
"593",595001,"Josh A. Smith","593","100.0","0.281","0.266","0.292","0.547","0.370","0.366","0.279","36","128","88.8","14.9","2523","86.2","86.02","77","272","318","-0.2","6.05","111","149","120","149","287","321","294"
"592",642528,"Jonathan Loaisiga","592","100.0","0.263","0.212","0.316","0.475","0.346","0.326","0.247","31","118","89.3","13.7","2435","92.0","91.69","88","265","325","-0.3","6.06","106","152","118","148","293","319","287"
"588",621345,"A.J. Minter","588","100.0","0.298","0.149","0.393","0.446","0.363","0.349","0.267","36","121","87.4","11.2","2273","92.4","92.04","89","292","294","-0.4","5.90","108","149","112","148","305","324","296"
"587",592858,"Rowan Wick","587","100.0","0.183","0.050","0.259","0.233","0.246","0.275","0.192","22","120","87.2","9.5","2415","90.0","89.83","75","287","294","-0.2","6.10","111","151","110","150","296","322","296"
"586",621237,"Jose Alvarado","586","100.0","0.254","0.105","0.360","0.360","0.331","0.334","0.246","29","114","87.4","3.7","2250","96.7","97.00","74","238","345","0.3","6.49","103","151","111","145","289","321","293"
"586",622072,"Alex Wood","586","100.0","0.291","0.298","0.300","0.589","0.386","0.374","0.310","41","141","87.8","12.0","2008","86.2","85.86","70","281","299","-0.3","5.98","112","153","116","145","299","313","284"
"577",664854,"Ryan Helsley","577","100.0","0.245","0.187","0.282","0.432","0.308","0.294","0.237","34","139","87.3","17.2","2467","93.2","93.19","66","297","276","0.0","6.13","112","152","113","149","296","323","298"
"577",605541,"Mike Wright","577","100.0","0.336","0.229","0.392","0.565","0.401","0.356","0.298","44","131","91.0","14.8","2200","90.8","90.08","64","271","303","-0.7","5.88","111","154","121","146","292","324","294"
"568",667498,"Robert Dugger","568","100.0","0.254","0.215","0.265","0.469","0.349","0.357","0.267","33","130","89.4","15.3","2173","84.7","83.91","58","260","300","-0.8","5.82","107","151","110","147","296","327","294"
"567",623465,"Evan Phillips","567","100.0","0.286","0.125","0.417","0.411","0.363","0.352","0.266","32","112","90.1","12.3","2230","91.0","90.13","74","244","318","-0.9","5.76","103","150","116","146","298","325","296"
"566",669160,"Dustin May","566","100.0","0.250","0.091","0.316","0.341","0.281","0.308","0.265","33","132","86.4","7.7","2580","92.9","92.74","55","267","295","-0.2","6.14","111","157","116","146","301","318","294"
"564",656977,"Chad Sobotka","564","100.0","0.250","0.196","0.324","0.446","0.358","0.337","0.231","28","112","90.4","12.3","2692","91.2","90.46","92","260","301","-0.7","5.77","109","150","115","150","304","326","297"
"564",543532,"Tim Melville","564","100.0","0.274","0.258","0.269","0.532","0.369","0.367","0.285","34","124","88.5","12.8","2193","84.7","84.80","67","270","292","0.1","6.12","114","154","116","149","308","339","308"
"561",621199,"Matt Bowman","561","100.0","0.221","0.115","0.258","0.336","0.266","0.261","0.233","27","122","84.9","5.9","1993","89.0","88.82","49","249","311","-0.2","6.02","113","153","120","145","291","311","286"
"560",543351,"Jay Jackson","560","100.0","0.202","0.202","0.276","0.404","0.312","0.319","0.212","22","109","88.0","14.2","2400","89.5","88.62","104","265","290","-0.9","5.76","112","156","120","149","304","316","296"
"558",460283,"Jerry Blevins","558","100.0","0.207","0.174","0.247","0.380","0.293","0.337","0.251","25","121","86.9","18.6","2289","80.2","80.14","65","243","313","-0.1","6.24","108","151","113","150","306","324","297"
"556",608334,"Carson Fulmer","556","100.0","0.243","0.168","0.263","0.411","0.341","0.330","0.226","26","107","88.3","13.5","2352","89.8","89.46","64","265","286","-0.3","5.95","109","149","114","146","290","318","289"
"555",476589,"Adam Warren","555","100.0","0.257","0.294","0.253","0.550","0.372","0.361","0.265","28","109","86.4","7.5","2117","86.9","86.75","57","217","337","-0.2","6.02","115","152","115","149","304","325","304"
"555",592791,"Jameson Taillon","555","100.0","0.231","0.170","0.263","0.401","0.287","0.317","0.266","34","147","87.7","7.0","2408","90.5","90.46","69","282","267","0.0","6.12","108","147","112","147","298","321","299"
"553",621219,"Alec Mills","553","100.0","0.231","0.164","0.299","0.396","0.315","0.330","0.245","31","134","88.4","11.1","2208","83.2","82.83","74","263","283","-0.4","5.98","111","151","118","148","295","324","294"
"551",641793,"Zack Littell","551","100.0","0.250","0.162","0.300","0.412","0.301","0.338","0.285","34","136","90.7","14.1","2103","89.9","90.22","79","289","262","0.3","6.31","109","153","116","147","302","328","294"
"547",656725,"Alex McRae","547","100.0","0.319","0.292","0.318","0.611","0.428","0.394","0.293","36","113","90.6","13.7","2166","89.2","89.17","50","255","288","0.0","6.10","110","151","121","147","304","324","299"
"543",621397,"Tyler Olson","543","100.0","0.281","0.157","0.341","0.438","0.346","0.299","0.224","34","121","84.5","11.2","2423","80.6","78.93","62","242","299","-1.7","5.14","109","150","117","148","286","311","288"
"542",622772,"Jimmy Cordero","542","100.0","0.197","0.144","0.227","0.341","0.270","0.285","0.233","26","132","85.4","3.0","2053","94.4","95.79","82","280","258","1.4","6.91","112","150","117","147","293","322","294"
"541",613534,"Austin Adams","541","100.0","0.179","0.152","0.286","0.330","0.273","0.263","0.175","20","112","89.5","10.3","2736","91.5","90.05","96","239","301","-1.5","5.29","109","153","112","147","300","321","293"
"540",605498,"Andrew Suarez","540","100.0","0.302","0.256","0.317","0.558","0.378","0.361","0.276","39","129","89.8","9.4","2051","89.1","87.31","45","259","278","-1.8","5.03","109","149","112","147","297","327","300"
"539",623470,"Jake Newberry","539","100.0","0.248","0.265","0.262","0.513","0.349","0.360","0.255","29","117","90.8","17.8","2372","89.1","88.30","68","247","291","-0.8","5.66","112","150","120","142","300","327","303"
"536",657097,"Jacob Webb","536","100.0","0.205","0.171","0.235","0.376","0.287","0.280","0.211","24","117","88.0","17.3","2447","89.4","88.75","71","271","264","-0.7","5.79","108","151","113","150","306","325","295"
"533",643617,"Zac Reininger","533","100.0","0.361","0.426","0.344","0.787","0.489","0.451","0.343","44","122","90.8","14.1","2331","89.4","89.04","41","231","301","-0.4","6.01","110","150","118","148","298","330","292"
"525",605501,"Stephen Tarpley","525","100.0","0.330","0.233","0.444","0.563","0.418","0.371","0.284","34","103","89.6","12.6","2198","86.9","86.18","70","215","306","-0.7","5.82","107","152","119","149","292","321","288"
"522",621385,"Daniel Stumpf","522","100.0","0.302","0.198","0.349","0.500","0.366","0.341","0.264","35","116","90.3","15.6","2257","87.4","86.37","58","232","289","-1.0","5.62","109","148","113","147","296","329","295"
"521",673258,"Michel Baez","521","100.0","0.223","0.143","0.268","0.366","0.298","0.300","0.225","25","112","87.2","16.3","2137","91.6","90.75","61","254","264","-0.8","5.80","112","149","116","148","300","324","304"
"521",621389,"Ty Blach","521","100.0","0.377","0.295","0.404","0.672","0.469","0.403","0.319","46","122","90.2","15.4","2125","85.9","83.62","37","230","291","-2.3","4.87","106","150","117","148","296","326","293"
"519",664856,"Chance Adams","519","100.0","0.351","0.297","0.395","0.649","0.446","0.378","0.291","39","111","89.3","15.8","2557","87.7","87.54","43","237","280","-0.2","6.14","108","154","122","150","292","320","288"
"519",623913,"Wei-Chung Wang","519","100.0","0.239","0.150","0.250","0.389","0.312","0.320","0.239","27","113","86.6","16.5","2200","87.1","86.15","47","233","283","-0.9","5.62","108","148","119","148","299","324","299"
"514",605525,"J.B. Wendelken","514","100.0","0.178","0.119","0.229","0.297","0.232","0.234","0.179","21","118","86.0","18.6","2279","90.3","89.53","67","245","265","-0.8","5.87","108","148","120","151","296","321","295"
"513",543169,"Brian Flynn","513","100.0","0.333","0.132","0.391","0.465","0.382","0.383","0.322","38","114","88.0","9.1","2264","87.0","87.59","44","221","287","0.6","6.44","111","148","115","143","293","317","298"
"507",641853,"David McKay","507","100.0","0.206","0.144","0.283","0.351","0.302","0.320","0.227","20","97","89.9","20.8","2632","88.1","87.77","50","224","282","-0.3","6.17","112","150","122","147","299","327","293"
"504",605309,"Keone Kela","504","100.0","0.178","0.168","0.225","0.346","0.265","0.276","0.203","19","107","88.8","19.1","2304","89.7","90.24","59","219","281","0.5","6.42","112","150","116","148","305","322","300"
"501",664180,"Matt Hall","501","100.0","0.289","0.175","0.364","0.464","0.367","0.347","0.257","28","97","88.0","10.2","2470","86.4","85.88","49","189","309","-0.5","5.87","108","150","119","147","295","325","290"
"497",456051,"Hector Noesi","497","100.0","0.280","0.308","0.299","0.589","0.396","0.347","0.252","30","107","89.1","19.7","2194","88.7","87.91","66","248","246","-0.8","5.74","109","153","114","148","301","326","290"
"492",626929,"Lewis Thorpe","492","100.0","0.336","0.195","0.438","0.531","0.388","0.328","0.277","38","113","89.0","16.3","2034","86.0","87.33","65","233","255","1.3","6.91","105","150","112","143","304","326","293"
"491",605260,"Taylor Guerrieri","491","100.0","0.263","0.192","0.333","0.455","0.376","0.325","0.213","26","99","89.4","5.1","2492","87.2","85.45","38","195","290","-1.8","5.35","109","151","120","146","295","320","300"
"491",592102,"Cody Allen","491","100.0","0.255","0.372","0.263","0.628","0.415","0.416","0.266","24","94","94.3","25.0","2494","87.8","87.33","52","193","297","-0.5","6.05","112","150","115","149","294","318","293"
"489",597113,"DJ Johnson","489","100.0","0.247","0.108","0.319","0.355","0.330","0.340","0.238","23","93","88.8","10.5","2430","89.3","88.70","58","223","261","-0.6","5.80","112","149","118","146","309","329","305"
"487",502202,"Brad Boxberger","487","100.0","0.243","0.155","0.297","0.398","0.329","0.316","0.232","25","103","85.3","14.6","1923","85.3","84.27","64","221","265","-1.0","5.53","111","150","123","138","301","326","305"
"486",592779,"Brock Stewart","486","100.0","0.339","0.394","0.313","0.734","0.451","0.371","0.272","37","109","89.5","16.0","2289","87.8","87.70","46","225","256","-0.1","6.28","109","152","115","148","302","324","295"
"481",595918,"A.J. Cole","481","100.0","0.290","0.196","0.360","0.486","0.345","0.286","0.241","31","107","85.7","20.1","2383","88.3","88.60","76","251","228","0.3","6.37","110","150","115","147","290","312","289"
"478",573668,"Juan Minaya","478","100.0","0.277","0.223","0.333","0.500","0.365","0.304","0.233","31","112","89.6","20.8","2142","90.7","91.28","52","233","243","0.6","6.54","112","148","117","148","296","324","301"
"476",656271,"Brock Burke","476","100.0","0.286","0.229","0.279","0.514","0.371","0.348","0.273","30","105","85.2","6.9","2172","88.1","89.20","28","213","260","1.1","6.90","104","154","114","147","296","326","296"
"467",592233,"Stefan Crichton","467","100.0","0.204","0.106","0.260","0.310","0.253","0.310","0.253","23","113","87.7","9.0","2203","88.1","87.32","52","214","251","-0.8","5.87","111","153","121","151","303","326","302"
"464",606162,"Yefry Ramirez","464","100.0","0.309","0.206","0.382","0.515","0.399","0.348","0.264","30","97","87.5","8.0","2290","89.9","89.89","56","201","259","0.0","6.15","110","151","123","148","302","325","298"
"464",622554,"Seranthony Dominguez","464","100.0","0.250","0.135","0.328","0.385","0.318","0.284","0.221","24","96","84.7","5.6","2357","94.4","94.13","67","218","244","-0.3","6.03","110","152","118","150","300","323","295"
"463",605388,"Adam Morgan","463","100.0","0.187","0.159","0.216","0.346","0.270","0.265","0.195","20","107","88.0","14.7","2478","84.3","82.93","77","231","227","-1.4","5.37","109","151","116","150","297","322","292"
"463",656945,"Tanner Scott","463","100.0","0.277","0.168","0.400","0.446","0.366","0.325","0.235","28","101","91.5","6.2","2474","92.9","92.42","72","211","248","-0.5","5.91","108","151","118","147","294","323","297"
"461",642067,"Mike Shawaryn","461","100.0","0.310","0.250","0.412","0.560","0.418","0.379","0.252","26","84","91.2","21.1","2304","87.0","87.14","74","211","244","0.1","6.14","109","149","120","148","283","321","294"
"461",519166,"Neil Ramirez","461","100.0","0.274","0.284","0.288","0.558","0.385","0.370","0.266","26","95","88.2","28.1","2450","89.4","89.49","67","225","236","0.1","6.28","109","151","116","147","294","314","288"
"460",571917,"Parker Markel","460","100.0","0.289","0.278","0.333","0.567","0.414","0.383","0.273","26","90","89.7","17.0","2536","89.1","88.24","51","188","269","-0.9","5.77","111","150","123","147","301","325","298"
"459",606160,"Rafael Montero","459","100.0","0.217","0.189","0.269","0.406","0.286","0.316","0.241","23","106","87.3","13.7","2193","92.0","91.49","64","215","242","-0.5","5.93","111","155","118","149","294","325","301"
"458",622103,"Gerardo Reyes","458","100.0","0.240","0.170","0.344","0.410","0.315","0.265","0.188","24","100","88.5","15.4","2410","94.5","92.75","83","237","218","-1.8","5.17","117","151","117","150","306","331","311"
"454",663855,"Jordan Hicks","454","100.0","0.163","0.092","0.215","0.255","0.233","0.237","0.167","16","98","86.9","-2.8","2137","95.7","95.40","57","189","264","-0.3","6.06","111","148","110","148","298","321","300"
"454",656322,"Sam Coonrod","454","100.0","0.202","0.117","0.225","0.319","0.297","0.282","0.184","19","94","87.2","10.6","2286","93.4","92.35","48","208","242","-1.0","5.59","111","152","117","147","299","330","300"
"453",641571,"Heath Fillmyer","453","100.0","0.308","0.253","0.301","0.560","0.399","0.385","0.295","28","91","92.2","14.5","2170","87.9","87.47","37","192","258","-0.4","5.88","109","151","120","140","304","328","300"
"450",663531,"Logan Allen","450","100.0","0.330","0.220","0.360","0.550","0.405","0.407","0.329","36","109","91.6","2.7","1941","87.1","86.74","46","213","232","-0.4","6.03","111","152","114","148","306","326","301"
"444",640455,"Sean Manaea","444","100.0","0.160","0.120","0.194","0.280","0.227","0.287","0.220","16","100","88.1","16.2","1890","86.2","86.39","60","212","230","0.2","6.50","111","150","122","151","300","324","295"
"438",664871,"Kyle Dowdy","438","100.0","0.295","0.182","0.319","0.477","0.381","0.393","0.297","26","88","90.0","8.9","2111","91.2","91.76","40","185","252","0.6","6.55","106","150","113","148","297","322","301"
"435",622092,"Kyle Zimmer","435","100.0","0.337","0.193","0.413","0.530","0.426","0.383","0.287","28","83","85.4","11.5","2193","91.7","91.45","53","199","235","-0.2","5.97","108","150","120","142","303","325","300"
"428",542881,"Tyler Anderson","428","100.0","0.363","0.374","0.403","0.736","0.471","0.415","0.323","33","91","87.6","10.2","2303","86.3","86.06","51","213","214","-0.2","5.87","109","152","115","145","314","332","307"
"427",677976,"Randy Dobnak","427","100.0","0.245","0.055","0.302","0.300","0.266","0.291","0.253","27","110","88.6","6.0","2043","89.4","88.44","60","222","200","-1.0","5.60","106","148","111","144","300","329","298"
"425",572143,"Burch Smith","425","100.0","0.289","0.178","0.343","0.467","0.365","0.346","0.260","26","90","87.8","16.2","2233","88.0","88.62","52","215","209","0.6","6.57","109","154","118","148","300","321","295"
"424",592712,"Connor Sadzeck","424","100.0","0.200","0.144","0.250","0.344","0.299","0.319","0.212","18","90","88.6","13.7","2270","92.7","92.30","47","187","233","-0.4","6.09","113","153","117","147","294","320","296"
"422",664196,"Tanner Anderson","422","100.0","0.309","0.144","0.347","0.454","0.345","0.352","0.283","30","97","88.6","8.1","2228","90.6","89.84","33","197","222","-0.8","5.77","110","146","119","150","304","326","299"
"418",533167,"Matt Shoemaker","418","100.0","0.163","0.143","0.183","0.306","0.241","0.338","0.252","16","98","89.2","12.9","1789","86.6","85.88","59","207","210","-0.7","5.93","111","151","118","149","295","316","291"
"417",622797,"Pedro Payano","417","100.0","0.302","0.186","0.348","0.488","0.389","0.401","0.319","26","86","86.7","10.0","2373","87.8","87.32","47","178","238","-0.5","5.90","108","155","121","146","291","321","300"
"416",662253,"Andres Munoz","416","100.0","0.188","0.141","0.264","0.329","0.271","0.299","0.215","16","85","87.2","13.7","2296","95.5","95.86","66","206","208","0.4","6.35","117","152","119","148","302","326","305"
"416",519096,"Dan Otero","416","100.0","0.331","0.197","0.343","0.528","0.372","0.356","0.311","42","127","89.2","4.2","1916","86.3","86.92","26","203","212","0.6","6.56","109","153","120","147","289","312","286"
"414",543193,"Drew Gagnon","414","100.0","0.315","0.361","0.288","0.676","0.431","0.399","0.304","34","108","87.9","16.1","2046","87.3","87.16","50","209","202","-0.1","6.27","115","153","116","148","304","322","294"
"412",657228,"Jake Jewell","412","100.0","0.275","0.284","0.278","0.559","0.376","0.354","0.274","28","102","89.5","0.8","2151","90.1","90.02","57","200","209","-0.1","6.17","114","152","119","145","296","318","292"
"408",607188,"Jake Faria","408","100.0","0.346","0.272","0.397","0.617","0.438","0.382","0.288","28","81","87.5","10.5","1832","89.4","88.83","54","188","218","-0.6","5.88","110","157","117","151","299","321","299"
"408",435043,"Zach Duke","408","100.0","0.250","0.202","0.270","0.452","0.364","0.372","0.278","21","84","88.3","6.2","2197","84.4","83.37","36","160","242","-1.0","5.67","115","153","120","145","287","313","288"
"408",462136,"Marco Estrada","408","100.0","0.242","0.295","0.208","0.537","0.359","0.334","0.223","23","95","86.9","31.3","2218","82.8","81.08","32","185","218","-1.7","5.24","103","148","120","150","301","320","295"
"408",519076,"Jimmy Nelson","408","100.0","0.291","0.256","0.375","0.547","0.407","0.384","0.284","25","86","87.1","11.9","2557","88.7","88.85","42","151","255","0.1","6.19","111","156","115","150","302","320","293"
"407",670036,"Matt Festa","407","100.0","0.241","0.289","0.254","0.530","0.359","0.344","0.245","20","83","87.2","15.4","2357","89.2","88.86","43","182","222","-0.3","5.90","111","152","113","145","296","313","288"
"407",656354,"Austin Davis","407","100.0","0.272","0.259","0.314","0.531","0.393","0.369","0.263","22","81","87.9","12.5","2431","89.6","89.15","48","191","212","-0.5","6.00","107","151","120","148","300","324","294"
"405",572096,"Trevor Rosenthal","405","100.0","0.208","0.019","0.297","0.226","0.367","0.411","0.248","11","53","85.4","9.6","2298","95.2","94.51","44","149","251","-0.7","5.76","109","144","113","145","301","318","296"
"404",643615,"T.J. Zeuch","404","100.0","0.250","0.148","0.303","0.398","0.319","0.377","0.304","22","88","90.1","8.9","2072","87.1","86.96","40","174","225","-0.1","6.18","109","158","119","151","305","333","299"
"402",573127,"Zac Rosscup","402","100.0","0.293","0.133","0.426","0.427","0.380","0.315","0.213","22","75","85.4","2.9","2288","88.7","89.00","70","165","237","0.3","6.50","107","152","115","145","291","321","299"
"397",592094,"Jason Adam","397","100.0","0.200","0.093","0.237","0.293","0.267","0.276","0.191","15","75","85.6","24.1","2480","89.3","89.01","49","176","216","-0.3","6.13","110","158","118","149","308","330","299"
"396",641341,"Tyler Bashlor","396","100.0","0.250","0.238","0.254","0.488","0.362","0.358","0.250","21","84","89.4","18.5","2437","91.2","90.67","44","175","220","-0.5","6.00","114","150","114","146","298","315","295"
"396",656464,"Kevin Ginkel","396","100.0","0.174","0.105","0.232","0.279","0.238","0.273","0.208","15","86","88.2","15.8","2130","88.9","89.28","61","188","207","0.4","6.40","110","151","119","150","304","323","301"
"395",607215,"Eric Skoglund","395","100.0","0.337","0.281","0.305","0.618","0.419","0.446","0.346","30","89","91.3","17.0","2004","86.2","86.64","23","191","203","0.4","6.42","109","149","120","144","307","330","301"
"395",664042,"Travis Lakins","395","100.0","0.258","0.146","0.306","0.404","0.314","0.327","0.252","23","89","89.2","9.6","2401","89.9","88.73","44","174","218","-1.2","5.49","111","151","119","149","282","321","293"
"392",518886,"Craig Kimbrel","392","100.0","0.259","0.395","0.279","0.654","0.416","0.403","0.270","21","81","92.3","17.9","2393","92.8","92.69","61","187","203","-0.1","6.17","115","151","111","153","295","322","302"
"391",519326,"Hunter Strickland","391","100.0","0.237","0.258","0.229","0.495","0.341","0.339","0.246","22","93","87.8","19.2","2453","91.9","90.82","50","196","191","-1.1","5.68","116","151","115","148","300","313","296"
"390",592815,"Sam Tuivailala","390","100.0","0.163","0.100","0.226","0.263","0.252","0.283","0.195","13","80","87.7","20.5","2146","89.5","88.64","46","168","220","-0.9","5.75","106","157","118","147","297","319","291"
"387",664126,"Peter Fairbanks","387","100.0","0.281","0.247","0.357","0.528","0.373","0.349","0.277","25","89","91.2","10.2","2313","93.2","93.64","62","181","205","0.4","6.42","108","158","115","148","296","325","301"
"384",640464,"Kohl Stewart","384","100.0","0.290","0.230","0.282","0.520","0.367","0.382","0.321","29","100","90.0","6.9","2270","87.8","87.68","35","176","206","-0.1","6.05","109","152","115","145","295","326","292"
"384",542953,"Buddy Boshers","384","100.0","0.253","0.177","0.340","0.430","0.336","0.272","0.204","20","79","86.9","14.8","2347","85.5","83.61","35","157","226","-1.9","5.09","108","155","117","148","301","325","296"
"383",607572,"Sam Howard","383","100.0","0.276","0.237","0.333","0.513","0.383","0.326","0.242","21","76","86.2","14.1","2341","88.4","87.29","61","186","193","-1.1","5.37","111","151","119","147","304","326","305"
"382",592804,"Tyler Thornburg","382","100.0","0.280","0.320","0.347","0.600","0.404","0.386","0.246","21","75","92.4","20.4","2414","88.1","87.35","36","172","209","-0.7","5.93","114","150","118","148","284","322","290"
"375",663992,"Richard Lovelady","375","100.0","0.353","0.188","0.418","0.541","0.397","0.295","0.249","30","85","86.9","8.1","2363","91.1","92.66","31","175","198","1.6","6.96","111","150","119","140","297","323","304"
"375",664157,"Travis Bergen","375","100.0","0.240","0.253","0.264","0.493","0.341","0.391","0.301","18","75","90.9","15.5","2255","87.0","86.30","27","153","217","-0.7","5.80","109","148","115","146","296","323","288"
"373",493200,"Seunghwan Oh","373","100.0","0.354","0.232","0.383","0.585","0.416","0.408","0.340","29","82","89.4","12.6","2218","84.8","84.06","54","191","179","-0.7","5.60","112","153","117","147","313","335","307"
"372",656686,"Corbin Martin","372","100.0","0.288","0.363","0.283","0.650","0.426","0.350","0.254","23","80","90.3","13.5","2423","91.7","90.80","35","147","225","-0.9","5.71","112","152","119","153","286","316","303"
"372",650893,"Genesis Cabrera","372","100.0","0.274","0.119","0.328","0.393","0.335","0.343","0.266","23","84","87.0","14.6","2236","91.9","90.98","30","166","200","-0.9","5.65","108","149","110","147","299","322","294"
"369",664054,"Cody Stashak","369","100.0","0.287","0.188","0.351","0.475","0.324","0.314","0.256","29","101","89.9","23.7","2171","87.5","86.97","66","213","155","-0.5","5.78","109","152","116","145","298","330","296"
"369",621141,"Walker Lockett","369","100.0","0.347","0.263","0.370","0.611","0.421","0.368","0.311","33","95","88.1","10.8","2193","88.3","88.13","28","175","189","-0.2","5.99","113","152","113","147","293","315","295"
"364",571863,"Matt Koch","364","100.0","0.333","0.368","0.300","0.701","0.454","0.439","0.341","29","87","91.3","15.3","2069","89.3","89.26","24","171","186","0.0","6.15","113","153","122","151","296","324","300"
"363",448609,"Tony Sipp","363","100.0","0.241","0.089","0.286","0.329","0.284","0.336","0.251","19","79","88.1","17.2","1858","85.6","84.78","47","179","183","-0.8","5.81","111","150","112","147","300","314","298"
